"Census.Tract","percent_households"
"Census Tract 8036.16",1.74081237911025
"Census Tract 8037.01",2.13114754098361
"Census Tract 8037.02",1.50622134905043
"Census Tract 8038",0.359066427289048
"Census Tract 8039.01",0.361881785283474
"Census Tract 8039.02",0
"Census Tract 8040",1.43112701252236
"Census Tract 8041.02",0.514668039114771
"Census Tract 8041.04",0.473186119873817
"Census Tract 8041.05",0.343347639484979
"Census Tract 8041.06",0.715859030837004
"Census Tract 8041.08",1.57016683022571
"Census Tract 8041.09",1.0738255033557
"Census Tract 8042.02",0.869985500241663
"Census Tract 8042.03",0.645855758880517
"Census Tract 8042.04",1.04712041884817
"Census Tract 8043.05",1.11966410076977
"Census Tract 8043.06",1.76744186046512
"Census Tract 8043.08",1.54639175257732
"Census Tract 8043.09",0.805152979066023
"Census Tract 8043.12",1.24333925399645
"Census Tract 8043.13",0.947867298578199
"Census Tract 8043.14",0.757575757575758
"Census Tract 8043.15",1.27272727272727
"Census Tract 8043.16",0.74487895716946
"Census Tract 8044.03",2.1249195106246
"Census Tract 8044.04",1.2218045112782
"Census Tract 8044.05",1.11287758346582
"Census Tract 8044.06",1.07438016528926
"Census Tract 8045.05",1.10024449877751
"Census Tract 8045.06",0.772797527047913
"Census Tract 8045.08",0.985221674876847
"Census Tract 8045.09",1.94805194805195
"Census Tract 8045.10",0.894632206759443
"Census Tract 8045.11",1.86915887850467
"Census Tract 8045.12",1.68421052631579
"Census Tract 8045.13",0.485908649173955
"Census Tract 8045.14",0.483091787439614
"Census Tract 8046.03",2.42311276794035
"Census Tract 8046.06",0.564015792442188
"Census Tract 8046.07",0.346220427005193
"Census Tract 8046.08",0.99009900990099
"Census Tract 8046.09",0.676132521974307
"Census Tract 8046.10",0.396825396825397
"Census Tract 8046.11",0.899280575539568
"Census Tract 8047.01",0.529100529100529
"Census Tract 8047.05",1.63551401869159
"Census Tract 8047.06",0.487012987012987
"Census Tract 8047.09",1.89125295508274
"Census Tract 8047.10",0.779727095516569
"Census Tract 8047.11",1.19949494949495
"Census Tract 8047.12",0.968703427719821
"Census Tract 8047.13",0.921273031825796
"Census Tract 8047.14",1.09489051094891
"Census Tract 8047.15",1.29659643435981
"Census Tract 8047.16",0.572363041700736
"Census Tract 8048.03",0.974512743628186
"Census Tract 8048.04",1.64383561643836
"Census Tract 8048.05",0.966494845360825
"Census Tract 8048.06",1.05263157894737
"Census Tract 8048.07",0.685518423307626
"Census Tract 8048.08",0.147058823529412
"Census Tract 8048.09",0.366300366300366
"Census Tract 8048.10",0.882167611846251
"Census Tract 8049.01",0.656716417910448
"Census Tract 8049.02",0.506879073135409
"Census Tract 8050.01",0.701480904130943
"Census Tract 8050.02",1.13408939292862
"Census Tract 8051.05",1.48478099480327
"Census Tract 8051.06",1.50375939849624
"Census Tract 8051.07",2.1209740769835
"Census Tract 8051.08",1.73716012084592
"Census Tract 8051.09",0.894454382826476
"Census Tract 8051.10",0.783545543584721
"Census Tract 8051.11",1.54639175257732
"Census Tract 8051.12",0.408719346049046
"Census Tract 8052.01",0.731707317073171
"Census Tract 8052.02",0.551267916207277
"Census Tract 8053.01",1.26262626262626
"Census Tract 8053.02",0.659340659340659
"Census Tract 8054.01",0.550660792951542
"Census Tract 8054.02",0.323362974939369
"Census Tract 8055.01",0.34965034965035
"Census Tract 8055.02",0.377714825306893
"Census Tract 8056",0.657894736842105
"Census Tract 8057.01",0.619674670797831
"Census Tract 8057.02",0.403225806451613
"Census Tract 8058.01",0.789889415481833
"Census Tract 8058.02",0.753768844221106
"Census Tract 8059.01",0.740740740740741
"Census Tract 8059.02",0.543847722637661
"Census Tract 8060.01",1.6597510373444
"Census Tract 8060.02",0.791034937376401
"Census Tract 8060.04",1.04968509447166
"Census Tract 8060.05",1.59235668789809
"Census Tract 8060.06",0.662983425414365
"Census Tract 8061.02",1.38476755687438
"Census Tract 8061.03",0.788643533123028
"Census Tract 8061.04",2.45231607629428
"Census Tract 8062.01",1.91725529767911
"Census Tract 8062.02",1.78217821782178
"Census Tract 8063",0.643974241030359
"Census Tract 8064",1.42348754448399
"Census Tract 8065.01",1.25523012552301
"Census Tract 8065.02",1.51338766006985
"Census Tract 8066",0.97799511002445
"Census Tract 8067",1.81159420289855
"Census Tract 8068.01",1.19904076738609
"Census Tract 8068.02",0.847457627118644
"Census Tract 8069",1.0919017288444
"Census Tract 8070",0.728597449908925
"Census Tract 8071",1.90880169671262
"Census Tract 8072",1.30869899923018
"Census Tract 8073",1.46217418944692
"Census Tract 8074",1.89090909090909
"Census Tract 8075",1.5130674002751
"Census Tract 8076",1.00791936645068
"Census Tract 8077",0.990916597853014
"Census Tract 8078",0.797448165869219
"Census Tract 8079",1.42276422764228
"Census Tract 8080.01",1.02739726027397
"Census Tract 8080.02",0.970873786407767
"Census Tract 8081",1.83206106870229
"Census Tract 8082",0.745650372825186
"Census Tract 8083.01",1.73611111111111
"Census Tract 8083.02",0.639658848614073
"Census Tract 8084",0.463821892393321
"Census Tract 8085",0.587084148727984
"Census Tract 8086",0.672268907563025
"Census Tract 8087.02",4.24242424242424
"Census Tract 8088",2.71444082519001
"Census Tract 8089",2.3719165085389
"Census Tract 8090",0.977198697068404
"Census Tract 8091",2.35148514851485
"Census Tract 8092",3.37423312883436
"Census Tract 8093",1.58227848101266
"Census Tract 8094.01",2.93542074363992
"Census Tract 8094.02",3.66795366795367
"Census Tract 8095",4.50771055753262
"Census Tract 8096",3.37078651685393
"Census Tract 8097",3.36473755047106
"Census Tract 8098",3.67504835589942
"Census Tract 8099",3.67751060820368
"Census Tract 8100",5.10046367851623
"Census Tract 8101",4.13573700954401
"Census Tract 8102",2.98076923076923
"Census Tract 8103.01",3.48387096774194
"Census Tract 8103.02",4.56490727532097
"Census Tract 8104",1.49700598802395
"Census Tract 8105.01",0.362647325475975
"Census Tract 8105.02",0.464684014869888
"Census Tract 8106",1.63432073544433
"Census Tract 8107.01",1.11607142857143
"Census Tract 8107.02",1.73160173160173
"Census Tract 8108",0.841121495327103
"Census Tract 8109",0.985221674876847
"Census Tract 8110",1.3986013986014
"Census Tract 8111",0.894187779433681
"Census Tract 8112",0.531443755535872
"Census Tract 8113.01",0.928074245939675
"Census Tract 8113.02",0.826446280991736
"Census Tract 8114.01",1.3347022587269
"Census Tract 8114.02",0.446927374301676
"Census Tract 8115",0.48780487804878
"Census Tract 8116",1.52733118971061
"Census Tract 8117.01",0.309119010819165
"Census Tract 8117.02",1.59045725646123
"Census Tract 8118",0.955414012738854
"Census Tract 8119",0.497100248550124
"Census Tract 8120",1.06141015921152
"Census Tract 8121",3.43839541547278
"Census Tract 8122",1.56709108716944
"Census Tract 8123.01",4.296875
"Census Tract 8123.02",2.56410256410256
"Census Tract 8124",1.9845644983462
"Census Tract 8125",4.02219140083218
"Census Tract 8126",4.67032967032967
"Census Tract 8127",4.72972972972973
"Census Tract 8128.01",4.7244094488189
"Census Tract 8128.02",3.05010893246187
"Census Tract 8129",2.78551532033426
"Census Tract 8130",3.00230946882217
"Census Tract 8131",4.37566702241195
"Census Tract 8132",1.47637795275591
"Census Tract 8133.01",2.24719101123596
"Census Tract 8133.02",1.68350168350168
"Census Tract 8134",1.41313383208645
"Census Tract 8135",1.66340508806262
"Census Tract 8136",1.72413793103448
"Census Tract 8137.01",2.52707581227437
"Census Tract 8137.02",2.39880059970015
"Census Tract 8138.01",0.468384074941452
"Census Tract 8138.02",1.43603133159269
"Census Tract 8139",1.5015015015015
"Census Tract 8140",2.21642764015645
"Census Tract 8141",0.816326530612245
"Census Tract 8142",1.6057091882248
"Census Tract 8143",1.85922974767596
"Census Tract 8144",1.07991360691145
"Census Tract 8145",1.01123595505618
"Census Tract 8146",1.96687370600414
"Census Tract 8147",1.66666666666667
"Census Tract 8148",3.32480818414322
"Census Tract 8149",2.6369168356998
"Census Tract 8150",3.125
"Census Tract 8151",1.74418604651163
"Census Tract 8152",3.00324675324675
"Census Tract 8153",1.78571428571429
"Census Tract 8154",3.23501427212179
"Census Tract 8155",1.67958656330749
"Census Tract 8156",1.36487716105551
"Census Tract 8157.01",1.2770137524558
"Census Tract 8157.02",1.33444537114262
"Census Tract 8158",0.864553314121037
"Census Tract 8159",3.74193548387097
"Census Tract 8160",5.6379821958457
"Census Tract 8161",3.739982190561
"Census Tract 8162",1.75
"Census Tract 8163",1.0126582278481
"Census Tract 8164.01",1.78326474622771
"Census Tract 8164.02",1.15440115440115
"Census Tract 8165",0.571428571428571
"Census Tract 8166",1.22783083219645
"Census Tract 8167",1.76991150442478
"Census Tract 8168",1.98216055500496
"Census Tract 8169",1.30718954248366
"Census Tract 8170",1.00125156445557
"Census Tract 8171.01",0.517241379310345
"Census Tract 8171.02",0.421940928270042
"Census Tract 8172",2.86225402504472
"Census Tract 8173",2.13414634146341
"Census Tract 8174",1.70648464163823
"Census Tract 8175",2.43362831858407
"Census Tract 8176",2.53164556962025
"Census Tract 8177",1.33928571428571
"Census Tract 8179",1.21212121212121
"Census Tract 8180",1.27388535031847
"Census Tract 8181",1.87265917602996
"Census Tract 8182",2.39282153539382
"Census Tract 8183",1.00908173562059
"Census Tract 8184.01",0.843881856540084
"Census Tract 8184.02",2.02020202020202
"Census Tract 8185",2.04678362573099
"Census Tract 8186",0.5420054200542
"Census Tract 8187",0.700934579439252
"Census Tract 8188",0.847457627118644
"Census Tract 8189",1.48571428571429
"Census Tract 8190",0.179694519317161
"Census Tract 8191",1.98757763975155
"Census Tract 8192",2.43682310469314
"Census Tract 8193",1.30718954248366
"Census Tract 8194",1.22270742358079
"Census Tract 8195",1.21396054628225
"Census Tract 8196",0.0992063492063492
"Census Tract 8197",0.332446808510638
"Census Tract 8198.01",0.150489089541008
"Census Tract 8198.02",0.145560407569141
"Census Tract 8199",0
"Census Tract 8200",0.190839694656489
"Census Tract 8201.01",0.217864923747277
"Census Tract 8201.03",0.776914539400666
"Census Tract 8201.04",0.643086816720257
"Census Tract 8202.02",2.05696202531646
"Census Tract 8202.03",0.382409177820268
"Census Tract 8202.04",1.05769230769231
"Census Tract 8203",1.13519091847265
"Census Tract 8204",2.10035005834306
"Census Tract 8205.01",0.483870967741935
"Census Tract 8205.02",0.641711229946524
"Census Tract 8206.03",2.00573065902579
"Census Tract 8206.04",1
"Census Tract 8206.05",0.914634146341463
"Census Tract 8206.06",1.51338766006985
"Census Tract 8207",1.46945088940449
"Census Tract 8208",1.77993527508091
"Census Tract 8209.01",0.728597449908925
"Census Tract 8209.02",0.542299349240781
"Census Tract 8210.01",0.585365853658537
"Census Tract 8210.02",0.175901495162709
"Census Tract 8211.01",1.39935414424112
"Census Tract 8211.02",0.625782227784731
"Census Tract 8212",1.10650069156293
"Census Tract 8213",1.58940397350993
"Census Tract 8214.01",1.46627565982405
"Census Tract 8214.02",0.943396226415094
"Census Tract 8215",2.56410256410256
"Census Tract 8216",1.99004975124378
"Census Tract 8217",1.19402985074627
"Census Tract 8218",1.03871576959396
"Census Tract 8219",0.698602794411178
"Census Tract 8220",1.4030612244898
"Census Tract 8221.01",0.520291363163371
"Census Tract 8221.02",1.28700128700129
"Census Tract 8222",0.503778337531486
"Census Tract 8223.01",0.368550368550369
"Census Tract 8223.02",0.840336134453782
"Census Tract 8224",0.870942201108472
"Census Tract 8225",1.08225108225108
"Census Tract 8226.01",0.384615384615385
"Census Tract 8226.02",0.280898876404494
"Census Tract 8227.01",1.41570141570142
"Census Tract 8227.02",0.535475234270415
"Census Tract 8228.01",0.157232704402516
"Census Tract 8228.02",0.380710659898477
"Census Tract 8229",0.945626477541371
"Census Tract 8230.01",1.17647058823529
"Census Tract 8230.02",0.421940928270042
"Census Tract 8231.01",1.70648464163823
"Census Tract 8231.02",1.10192837465565
"Census Tract 8232",0.201612903225806
"Census Tract 8233.02",0.955414012738854
"Census Tract 8233.03",1.84119677790564
"Census Tract 8233.04",0.770712909441233
"Census Tract 8234",1.81582360570687
"Census Tract 8235",1.57593123209169
"Census Tract 8236.02",0.894308943089431
"Census Tract 8236.03",1.96078431372549
"Census Tract 8236.04",0.320855614973262
"Census Tract 8236.05",1.02880658436214
"Census Tract 8237.02",1.50478796169631
"Census Tract 8237.03",1.09356014580802
"Census Tract 8237.04",0.843881856540084
"Census Tract 8237.05",0.314465408805031
"Census Tract 8238.01",0.70323488045007
"Census Tract 8238.03",0.589005235602094
"Census Tract 8238.05",1.3136288998358
"Census Tract 8238.06",1.12201963534362
"Census Tract 8239.01",1.66666666666667
"Census Tract 8239.03",0.863557858376511
"Census Tract 8239.04",1.14942528735632
"Census Tract 8240.03",0.377121307353866
"Census Tract 8240.04",0.588730025231287
"Census Tract 8240.05",0.339673913043478
"Census Tract 8240.06",0.374531835205993
"Census Tract 8241.05",0.577700751010976
"Census Tract 8241.06",0.477326968973747
"Census Tract 8241.07",0.452196382428941
"Census Tract 8241.13",0.370828182941904
"Census Tract 8241.14",0.308166409861325
"Census Tract 8241.15",0.734394124847001
"Census Tract 8241.16",1.85528756957328
"Census Tract 8241.19",0.505050505050505
"Census Tract 8241.21",0.918635170603675
"Census Tract 8241.22",0.254452926208651
"Census Tract 8241.23",0.463768115942029
"Census Tract 8241.24",0.558659217877095
"Census Tract 8241.25",0.740740740740741
"Census Tract 8241.26",0.269541778975741
"Census Tract 8241.27",0.418410041841004
"Census Tract 8241.28",0.346620450606586
"Census Tract 8241.29",0.961538461538462
"Census Tract 8243",1.36363636363636
"Census Tract 8244",2.3972602739726
"Census Tract 8245.03",0.79155672823219
"Census Tract 8245.05",0.695410292072323
"Census Tract 8245.07",0.891861761426979
"Census Tract 8245.08",0.260416666666667
"Census Tract 8245.09",1.02880658436214
"Census Tract 8246.01",0.526315789473684
"Census Tract 8246.02",1.15830115830116
"Census Tract 8247.01",0.998573466476462
"Census Tract 8247.02",1.72239108409321
"Census Tract 8248",1.34228187919463
"Census Tract 8249",1.03092783505155
"Census Tract 8250",1.8018018018018
"Census Tract 8252",0
"Census Tract 8253.02",0.61633281972265
"Census Tract 8253.03",1.13924050632911
"Census Tract 8253.04",0.804597701149425
"Census Tract 8254",0.622222222222222
"Census Tract 8255.01",1.7910447761194
"Census Tract 8255.03",0.810536980749747
"Census Tract 8255.04",2.63736263736264
"Census Tract 8255.05",0.752823086574655
"Census Tract 8256",1.86625194401244
"Census Tract 8257",1.66358595194085
"Census Tract 8258.01",3.79746835443038
"Census Tract 8258.02",0.72992700729927
"Census Tract 8258.03",0.953678474114441
"Census Tract 8259",0.218818380743982
"Census Tract 8260",1.21212121212121
"Census Tract 8261",1.82926829268293
"Census Tract 8262.01",1.0498687664042
"Census Tract 8262.02",1.55642023346304
"Census Tract 8263.01",0.959692898272553
"Census Tract 8263.03",0.171232876712329
"Census Tract 8263.04",0.583090379008746
"Census Tract 8264.01",2.85087719298246
"Census Tract 8264.02",3.23076923076923
"Census Tract 8265",0.906344410876133
"Census Tract 8266",1.9723865877712
"Census Tract 8267",2.09125475285171
"Census Tract 8268",2.06677265500795
"Census Tract 8269.01",2.18978102189781
"Census Tract 8269.02",2.75862068965517
"Census Tract 8270",1.21951219512195
"Census Tract 8271",2.11864406779661
"Census Tract 8272",0.626304801670146
"Census Tract 8273",2.37154150197628
"Census Tract 8274",3.67892976588629
"Census Tract 8275",1.45867098865478
"Census Tract 8276",3.886925795053
"Census Tract 8277",1.18577075098814
"Census Tract 8278.01",0.451127819548872
"Census Tract 8278.02",0.943396226415094
"Census Tract 8278.04",1.34357005758157
"Census Tract 8278.05",0.198412698412698
"Census Tract 8279.01",0.634249471458774
"Census Tract 8279.02",0.713266761768902
"Census Tract 8280",0.4739336492891
"Census Tract 8281",1.46067415730337
"Census Tract 8282.01",1.11888111888112
"Census Tract 8282.02",1.05960264900662
"Census Tract 8283",3.04054054054054
"Census Tract 8284.01",1.32743362831858
"Census Tract 8284.02",0.671140939597315
"Census Tract 8285.03",1.11731843575419
"Census Tract 8285.04",0.94722598105548
"Census Tract 8285.05",0.895522388059702
"Census Tract 8285.07",0.968188105117566
"Census Tract 8285.08",1.10410094637224
"Census Tract 8286.01",1.00671140939597
"Census Tract 8286.02",1.13765642775882
"Census Tract 8287.01",1.26811594202899
"Census Tract 8287.02",0.550206327372765
"Census Tract 8288.01",1.58415841584158
"Census Tract 8288.02",0.982318271119843
"Census Tract 8289",1.6597510373444
"Census Tract 8290",0
"Census Tract 8291",1.0482180293501
"Census Tract 8292",2.1608643457383
"Census Tract 8293.01",0.710227272727273
"Census Tract 8293.02",2.10526315789474
"Census Tract 8294.01",3.80952380952381
"Census Tract 8294.02",2.63157894736842
"Census Tract 8295",1.5647226173542
"Census Tract 8296",0.856164383561644
"Census Tract 8297",1.82186234817814
"Census Tract 8298",1.40548137737175
"Census Tract 8299.02",1.05769230769231
"Census Tract 8299.03",1.8957345971564
"Census Tract 8299.04",1.89798339264531
"Census Tract 8300.01",0.689655172413793
"Census Tract 8300.03",0.53639846743295
"Census Tract 8300.04",1.1177347242921
"Census Tract 8300.05",1.66240409207161
"Census Tract 8300.06",1.1142061281337
"Census Tract 8300.07",2.32142857142857
"Census Tract 8300.08",0.516795865633075
"Census Tract 8301",1.15384615384615
"Census Tract 8302.01",1.73160173160173
"Census Tract 8302.02",2.17864923747277
"Census Tract 8303",2.09580838323353
"Census Tract 8304",3.78378378378378
"Census Tract 8305",1.89959294436906
"Census Tract 8306",13.9618138424821
"Census Tract 8307",20
"Census Tract 8308",5.97609561752988
"Census Tract 8309",4.52488687782805
"Census Tract 8310",3.73563218390805
"Census Tract 8311",3.29411764705882
"Census Tract 8312",1.83875530410184
"Census Tract 8313",4.34782608695652
"Census Tract 8314",0.952380952380952
"Census Tract 8315",1.74966352624495
"Census Tract 8316",1.69902912621359
"Census Tract 8317",3.48027842227378
"Census Tract 8318",2.18181818181818
"Census Tract 8319",3.16265060240964
"Census Tract 8320",14.2480211081794
"Census Tract 8321",11.973018549747
"Census Tract 8322",4.82758620689655
"Census Tract 8323",3.15126050420168
"Census Tract 8324",3.831891223733
"Census Tract 8325",2.31839258114374
"Census Tract 8326",3.15560391730141
"Census Tract 8329",3.84615384615385
"Census Tract 8330",3.81511371973588
"Census Tract 8331",2.66375545851528
"Census Tract 8333",3.50467289719626
"Census Tract 8339",4.33212996389892
"Census Tract 8340",4.87012987012987
"Census Tract 8342",4.05117270788913
"Census Tract 8343",2.12164073550212
"Census Tract 8344",5.50239234449761
"Census Tract 8345",3.90625
"Census Tract 8346",3.51758793969849
"Census Tract 8347",6.25
"Census Tract 8348",6.95652173913043
"Census Tract 8349",1.72413793103448
"Census Tract 8350",1.27551020408163
"Census Tract 8351",1.85922974767596
"Census Tract 8352",1.51057401812689
"Census Tract 8355",3.33333333333333
"Census Tract 8356",2.7027027027027
"Census Tract 8358",6.60377358490566
"Census Tract 8360",6.07142857142857
"Census Tract 8361",5.51724137931035
"Census Tract 8362",5.17241379310345
"Census Tract 8363",2.61780104712042
"Census Tract 8364",7.32323232323232
"Census Tract 8365",6.2015503875969
"Census Tract 8366",7.25
"Census Tract 8367",3.88349514563107
"Census Tract 8368",3.91304347826087
"Census Tract 8369",6.45161290322581
"Census Tract 8370",4.32432432432432
"Census Tract 8371",5.32544378698225
"Census Tract 8373",3.03030303030303
"Census Tract 8374",0
"Census Tract 8378",4.22535211267606
"Census Tract 8380",6.12244897959184
"Census Tract 8381",3.25581395348837
"Census Tract 8382",4.34782608695652
"Census Tract 8383",4.06852248394004
"Census Tract 8386",4.3956043956044
"Census Tract 8387",2.82131661442006
"Census Tract 8388",2.62390670553936
"Census Tract 8390",5.99654874892148
"Census Tract 8391",6.81114551083591
"Census Tract 8392",5.37974683544304
"Census Tract 8395",1.8957345971564
"Census Tract 8396",5.80357142857143
"Census Tract 8397",3.23741007194245
"Census Tract 8398",1.18110236220472
"Census Tract 8399",1.96936542669584
"Census Tract 8400",0.78740157480315
"Census Tract 8401",1.50659133709981
"Census Tract 8402",0.45662100456621
"Census Tract 8403",1.59574468085106
"Census Tract 8404",3.03030303030303
"Census Tract 8407",5.55555555555556
"Census Tract 8408",0.58027079303675
"Census Tract 8410",4.16666666666667
"Census Tract 8411",1.66163141993958
"Census Tract 8412",5.00610500610501
"Census Tract 8413",3.36605890603086
"Census Tract 8415",9.45273631840796
"Census Tract 8417",5.06329113924051
"Census Tract 8418",4.52261306532663
"Census Tract 8419",3.0902348578492
"Census Tract 8420",4.60526315789474
"Census Tract 8421",1.6489988221437
"Census Tract 8422",4.03916768665851
"Census Tract 8423",3.62694300518135
"Census Tract 8424",3.27380952380952
"Census Tract 8425",2.18978102189781
"Census Tract 8426",1.61073825503356
"Census Tract 8428",1.86915887850467
"Census Tract 8429",4.62962962962963
"Census Tract 8430",4.54545454545455
"Census Tract 8431",2.36220472440945
"Census Tract 8432",1.55038759689922
"Census Tract 8433",5.88235294117647
"Census Tract 8434",2.82485875706215
"Census Tract 8435",6.28571428571429
"Census Tract 8436",4.14201183431953
"Census Tract 8437",2.74725274725275
"Census Tract 8438",2.9535864978903
"Census Tract 8439",6.30630630630631
"Census Tract 8446",2.89855072463768
"Census Tract 8447",2.87081339712919
"Census Tract 9800",NA
"Census Tract 9801",0
"Census Tract 9900",NA
